k1,b,query_id,ap,precision_at_10,ndcg_at_10
0.5,0.0,132,0.6892234960888212,0.6,0.4486914609218335
0.5,0.0,133,0.44808358308358304,0.3,0.4698643868838092
0.5,0.0,134,0.5112359550561798,0.1,0.46927872602275644
0.5,0.0,135,0.5005952380952381,0.6,0.44258604790774153
0.5,0.0,136,0.4879432624113475,0.2,0.8549820437867054
0.5,0.0,137,0.18757683526519142,0.1,0.20607801570427584
0.5,0.0,138,0.27325581395348836,0.1,0.38685280723454163
0.5,0.0,139,0.009572898383802878,0.0,0.0
0.5,0.0,140,0.12088190472925514,0.2,0.29548628183357994
0.5,0.0,141,0.13391714713079564,0.1,0.13886486170372997
0.5,0.0,142,0.058823529411764705,0.0,0.0
0.5,0.0,143,0.5833333333333334,0.1,0.6131471927654584
